userId,username,email,avatar,password,age,registeredAt,account,accountName,transactions/0/amount,transactions/0/transctionType,transactions/1/amount,transactions/1/transctionType,transactions/2/amount,transactions/2/transctionType,transactions/3/amount,transactions/3/transctionType,transactions/4/amount,transactions/4/transctionType,transactions/5/amount,transactions/5/transctionType,transactions/6/amount,transactions/6/transctionType,transactions/7/amount,transactions/7/transctionType,transactions/8/amount,transactions/8/transctionType,transactions/9/amount,transactions/9/transctionType,transactions/10/amount,transactions/10/transctionType,transactions/11/amount,transactions/11/transctionType,transactions/12/amount,transactions/12/transctionType
084c7933-7f19-4e78-85ed-171abff4e4f3,Clara.Mata,Julia15@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/401.jpg,yMZ_mcSwL6dc5Sf,28,2022-06-14T06:47:46.227Z,19242874,Auto Loan Account,378.47,payment,709.61,deposit,962.49,withdrawal,641.43,payment,665.19,withdrawal,581.92,withdrawal,918.92,withdrawal,484.58,deposit,918.77,invoice,33.73,payment,363.33,payment,451.92,withdrawal,498.24,payment
facc7e54-8bdd-47c1-a884-11492fc00ad6,Hugo.Méndez26,Mariano78@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/544.jpg,8AwRmF6rvpC5mGs,18,2022-08-19T12:22:41.663Z,54795937,Auto Loan Account,217.10,invoice,543.01,withdrawal,471.14,deposit,238.64,withdrawal,684.51,payment,618.85,payment,320.72,withdrawal,887.44,invoice,45.08,payment,514.04,payment,127.76,deposit,33.47,payment,928.32,invoice
2c94c8b1-cdff-47ef-94a5-2dbb87a870b0,Mercedes.Kamal88,Hugo71@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/14.jpg,QBDpWJWSzdZ418Z,40,2022-03-22T21:44:43.029Z,33120570,Investment Account,207.68,invoice,838.09,payment,906.43,invoice,953.94,withdrawal,601.07,deposit,291.24,deposit,155.58,payment,30.93,withdrawal,396.05,invoice,325.16,withdrawal,250.92,deposit,300.58,withdrawal,317.79,payment
c1df7f8a-2155-4868-b6ec-7a8a99879d38,Ricardo_Barrientos70,Alberto_Daz@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/849.jpg,8Q9IsA_GLLt4wz1,35,2021-10-10T04:11:35.815Z,51299223,Personal Loan Account,8.16,invoice,455.71,payment,930.53,invoice,747.14,deposit,443.98,deposit,119.39,payment,308.60,deposit,485.83,payment,972.74,deposit,991.62,deposit,668.80,payment,3.51,payment,978.18,invoice
6a2cc365-27de-4ec5-b819-42523bad29e5,Gilberto_Archuleta27,MaraFernanda.Elizondo@yahoo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1217.jpg,U1pU2KbbXPf71rX,24,2022-09-29T06:12:13.001Z,34565542,Savings Account,194.77,deposit,367.21,withdrawal,8.09,invoice,928.79,deposit,684.42,payment,332.96,withdrawal,13.17,payment,751.35,invoice,300.01,payment,44.49,deposit,108.25,deposit,862.61,payment,334.47,deposit
ef24e241-cb68-4a3a-a13d-e1bf6d6487c2,Julio_Zaragoza83,ngelGabriel74@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/849.jpg,whXHrVX83Px4Ift,31,2021-10-25T19:08:24.981Z,15061987,Auto Loan Account,60.51,deposit,668.36,deposit,784.50,payment,235.18,deposit,150.84,deposit,285.33,invoice,941.34,deposit,42.94,deposit,420.87,deposit,936.73,deposit,934.39,invoice,999.41,payment,502.78,payment
4ee20bcc-a6db-4541-9c71-366d9429cadc,Claudia39,Alfredo.Garza80@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/544.jpg,pKgawnKZGcxO9Um,44,2021-10-06T00:19:13.951Z,48712438,Home Loan Account,546.11,payment,0.55,invoice,836.48,payment,11.21,deposit,99.66,withdrawal,329.81,payment,603.55,invoice,178.81,payment,128.14,deposit,294.79,payment,219.13,withdrawal,281.75,deposit,330.96,deposit
3d9433e6-6283-4fc6-b1b3-0130939cf2a4,Micaela.Yebra,Gregorio79@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/358.jpg,ukrzO0boFXEOkm5,42,2022-06-08T11:56:29.839Z,80122334,Credit Card Account,61.67,withdrawal,276.41,payment,697.08,deposit,344.71,withdrawal,546.40,payment,880.38,withdrawal,555.09,invoice,44.57,deposit,637.74,deposit,337.53,invoice,749.66,withdrawal,596.18,withdrawal,364.13,withdrawal
5b3cc14c-d33b-4923-98da-f1789dd4c5ae,Rafael_Naranjo,ngelDaniel_Anaya@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/931.jpg,Jg_2lVM9i_RIZTw,22,2021-10-12T03:37:46.057Z,43531650,Auto Loan Account,382.61,payment,811.46,withdrawal,133.84,deposit,886.90,payment,535.73,payment,673.41,payment,838.11,deposit,191.89,invoice,710.42,deposit,976.56,invoice,839.18,payment,118.04,payment,578.03,deposit
c6625fe6-e4c9-4cb7-b3c2-ddb9e0b9dd32,AnaLuisa_Jaime,Marcos18@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/946.jpg,sPcs5oRqFWPZlbO,27,2022-06-16T22:46:56.817Z,77571302,Personal Loan Account,349.75,invoice,37.65,withdrawal,334.36,withdrawal,208.83,invoice,486.53,invoice,475.21,payment,441.22,payment,686.27,invoice,2.57,invoice,684.25,deposit,383.22,payment,225.47,invoice,229.53,payment
4367b8c7-5f6c-4b1f-9109-2241f3468fde,Micaela90,JorgeLuis.Zaragoza@gmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/926.jpg,HrdrD866rhTYxWS,30,2022-01-05T18:55:16.838Z,43265852,Checking Account,929.59,deposit,300.32,deposit,795.40,deposit,858.83,withdrawal,930.56,payment,864.09,deposit,676.59,invoice,151.95,withdrawal,259.27,payment,368.94,withdrawal,379.18,invoice,209.57,invoice,311.57,invoice
a9d58d3b-76f1-4d20-a8f8-8ce433519a83,MiguelÁngel.Ochoa,Adriana_Yebra49@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/927.jpg,5CsqNUudNliG0GJ,26,2021-12-18T13:49:55.914Z,56020656,Home Loan Account,446.06,invoice,81.18,withdrawal,970.80,withdrawal,9.15,withdrawal,736.58,deposit,789.50,payment,506.31,payment,567.27,deposit,150.45,withdrawal,232.44,deposit,728.73,payment,193.05,payment,819.34,deposit
7b6078ef-3000-4453-9bd6-b072613095c2,Berta0,Graciela.Cortez60@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1082.jpg,wsvuFIjKcCI693u,36,2022-04-11T14:34:47.288Z,10916820,Auto Loan Account,60.08,invoice,973.32,withdrawal,153.58,deposit,465.69,invoice,138.62,deposit,128.49,payment,108.27,payment,546.73,withdrawal,562.39,invoice,118.99,deposit,372.43,deposit,65.27,payment,96.76,payment
2ed55822-4534-4a13-a075-a2a3b95d720f,Carlos_Báez,Guillermina.Paredes24@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/779.jpg,sJVFaUuiEGc_GEi,31,2022-03-18T19:37:29.368Z,66288050,Home Loan Account,754.50,withdrawal,827.02,invoice,287.71,withdrawal,873.74,payment,813.75,payment,59.81,payment,222.62,deposit,169.92,invoice,799.66,deposit,841.14,invoice,167.11,withdrawal,692.11,payment,77.22,withdrawal
e0d009cd-5194-478d-8cc4-6501d5ea354a,Alfredo_Karem11,AlondraRomina.Beltrn@yahoo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/75.jpg,w1kzpKGvwJRM0Zk,31,2022-04-04T03:31:22.801Z,59559295,Money Market Account,189.91,invoice,421.75,payment,140.66,deposit,126.73,deposit,980.39,payment,253.50,payment,143.70,payment,359.13,payment,277.20,payment,361.29,payment,480.48,payment,874.98,deposit,511.50,deposit
0b8a7516-5b45-492d-a7a5-d0a9475378e1,Melissa.Vélez86,Luisa55@gmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/27.jpg,BUBJh3VgcpfoPRO,33,2022-07-19T01:54:06.861Z,33482707,Home Loan Account,578.60,payment,146.74,withdrawal,212.19,withdrawal,685.44,withdrawal,491.78,invoice,587.95,withdrawal,889.27,withdrawal,54.32,invoice,732.88,deposit,14.95,invoice,88.46,payment,877.82,deposit,889.06,deposit
3dccabd4-962e-4104-a112-8337092ff3b0,Daniel12,Alexander_Len28@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/762.jpg,13qsg1SCh4lcLve,21,2022-08-31T06:30:45.932Z,92796843,Checking Account,997.59,payment,90.53,payment,245.55,deposit,328.25,deposit,309.52,payment,746.14,payment,375.42,invoice,147.01,invoice,63.96,withdrawal,41.07,payment,254.62,payment,662.55,withdrawal,200.08,invoice
38c73725-aafd-44b2-afa9-9b75a29773f4,Emily_Huerta,Octavio89@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/440.jpg,WQCw2YRyR7C1Am4,45,2022-09-15T19:33:03.634Z,19111477,Personal Loan Account,746.91,invoice,796.21,withdrawal,781.00,deposit,7.16,withdrawal,940.46,withdrawal,564.29,withdrawal,75.63,deposit,86.12,payment,125.19,deposit,407.49,withdrawal,994.81,invoice,577.85,payment,718.61,deposit
8163b3a1-e7ad-43da-9bd4-222c5499ffb9,Gilberto_Piña,Luisngel70@gmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/410.jpg,pD7MDHJmH_rIcBo,32,2022-06-20T00:21:11.811Z,04101827,Money Market Account,436.06,invoice,992.32,invoice,338.52,deposit,359.45,deposit,156.84,payment,211.82,withdrawal,683.47,deposit,211.44,withdrawal,697.11,deposit,772.73,deposit,731.45,deposit,389.70,payment,427.43,withdrawal
d8cbc9ce-be6c-49ba-b3c5-5336d07070ad,Mónica_Haro,MaraSoledad_Hernandes65@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/477.jpg,A2FiJeiGvMSPK9W,42,2021-12-09T10:07:58.125Z,23311726,Home Loan Account,640.75,withdrawal,13.99,invoice,457.61,withdrawal,921.92,withdrawal,288.68,payment,478.92,deposit,615.90,withdrawal,148.96,invoice,99.05,payment,932.53,invoice,876.85,withdrawal,570.97,deposit,480.58,deposit
7fa9460b-f71f-4ffc-bb25-bfb8ee548729,David0,Emily9@gmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/626.jpg,aSVsBekokvfWass,25,2022-01-17T07:47:54.540Z,48717765,Investment Account,716.65,payment,719.58,payment,204.24,deposit,923.70,payment,581.24,deposit,529.77,deposit,513.27,invoice,236.98,invoice,630.75,withdrawal,498.14,withdrawal,189.75,invoice,656.53,deposit,681.61,withdrawal
3227880b-b709-4326-bc74-fac91f438da4,MaríadeJesús_Delao,Sal48@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/180.jpg,H9TIBjZpIzxhIWL,33,2022-04-28T18:46:09.490Z,69431032,Investment Account,376.91,payment,715.02,withdrawal,533.93,deposit,860.82,deposit,519.85,deposit,753.39,invoice,318.54,withdrawal,442.55,deposit,592.33,invoice,71.67,deposit,536.90,deposit,509.17,withdrawal,845.14,invoice
2f48a005-ac02-4ada-9369-558629a50d15,David80,Jaime_Delapaz@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/624.jpg,Btt68235O4GNuxW,44,2022-03-31T19:47:54.809Z,41368751,Auto Loan Account,727.61,invoice,236.75,invoice,21.16,invoice,219.34,deposit,511.87,deposit,919.93,withdrawal,957.25,payment,68.46,payment,79.21,withdrawal,773.52,invoice,267.44,withdrawal,785.56,payment,899.27,payment
789db681-2f0e-4c7a-b733-c243be871ca2,Beatriz_Guzmán3,Salvador25@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/675.jpg,sms4pxM2mIuvjg8,43,2022-06-30T01:53:35.158Z,61040894,Money Market Account,554.48,invoice,324.05,payment,952.52,payment,398.17,withdrawal,925.43,invoice,810.78,withdrawal,985.02,withdrawal,860.09,payment,807.22,withdrawal,664.31,invoice,217.25,deposit,795.26,withdrawal,938.94,payment
b87dfe0b-ee53-467e-9463-968dd93f6086,Susana.Manzanares,Guillermo27@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/288.jpg,RMBtrBmyT6tuKbc,24,2022-06-04T12:11:13.782Z,40906494,Savings Account,567.68,payment,80.92,withdrawal,281.10,deposit,961.32,withdrawal,236.24,invoice,987.44,invoice,896.74,deposit,390.22,payment,220.96,invoice,941.57,withdrawal,926.28,payment,593.05,invoice,68.96,withdrawal
15942d6f-5cfa-4450-a4e2-3852566ca9f3,Emilio48,XimenaGuadalupe_Zabaleta65@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/690.jpg,v3RiJg7m9F5ic4e,26,2021-12-13T18:58:17.388Z,61746687,Investment Account,766.58,deposit,606.31,payment,204.29,deposit,632.52,invoice,553.73,withdrawal,472.39,deposit,644.09,invoice,69.09,payment,365.47,payment,894.69,withdrawal,696.80,invoice,231.54,withdrawal,248.10,withdrawal
b8e5ed91-92d2-4c52-b423-9c8597a5dc30,Rosalia.Peralta,Agustn.Beltrn55@nearbpo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/550.jpg,49YWQbqEpeTiWhI,38,2022-07-23T12:42:21.616Z,61851185,Money Market Account,752.97,payment,216.98,payment,727.87,withdrawal,152.09,payment,716.68,payment,482.99,invoice,672.75,withdrawal,632.59,withdrawal,749.99,invoice,127.15,invoice,290.23,deposit,439.59,payment,66.22,invoice
a11d3740-547c-4b43-affa-c61c51de2452,Valeria_Elizondo,Mayte47@yahoo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/145.jpg,jF1jxIQafEvqC1o,31,2022-04-25T08:04:27.532Z,01965543,Investment Account,390.88,withdrawal,555.53,payment,525.20,invoice,149.18,payment,983.00,payment,194.81,invoice,122.38,invoice,568.05,deposit,207.90,deposit,817.74,invoice,742.67,payment,733.73,invoice,393.74,withdrawal
1edc9dfe-5756-44f5-a46a-d5b5b38b5f36,Armando99,Aarn.Rangel32@yahoo.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/307.jpg,Rtwa5FgWUclNpIv,22,2022-09-06T14:25:00.173Z,26626833,Credit Card Account,670.05,deposit,912.51,payment,858.83,withdrawal,75.25,payment,300.64,deposit,17.56,deposit,266.04,deposit,550.13,deposit,829.15,payment,642.77,invoice,604.49,invoice,258.63,withdrawal,53.23,deposit
5d7b5320-fe19-4503-bd23-3050d38c0710,Monserrat25,Brayan.Contreras@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1024.jpg,4o1qU05DYg67Ntd,36,2022-02-04T02:10:10.139Z,57196396,Money Market Account,612.31,withdrawal,976.26,invoice,140.79,invoice,660.84,deposit,918.74,deposit,235.72,payment,646.12,payment,63.93,withdrawal,867.85,deposit,882.55,withdrawal,943.50,invoice,305.46,deposit,64.85,payment
f7cccbc2-c84e-4ec0-8ed6-21ee76e15b30,Francisco_Karam,RosaMara_Esquivel@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1140.jpg,Loc5Hyj3MuJY118,22,2022-06-25T01:37:05.437Z,57466819,Home Loan Account,138.44,deposit,881.61,withdrawal,84.56,deposit,784.37,payment,745.13,invoice,180.46,payment,450.16,payment,37.00,payment,944.79,payment,831.93,payment,673.31,withdrawal,137.38,deposit,667.05,invoice
e3ce4bb7-931c-40ab-97d9-f9f24dca7091,Adela.Lovato,Lucas93@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/925.jpg,m7Ox0ScTMYz_Vnh,45,2021-10-17T18:18:39.699Z,63477845,Auto Loan Account,890.33,payment,149.96,deposit,645.76,invoice,433.32,deposit,466.85,payment,428.07,payment,690.49,withdrawal,42.15,payment,307.18,invoice,963.06,withdrawal,462.35,deposit,373.75,deposit,94.13,invoice
f452ca07-661a-49bd-8d19-acb66fb1c677,MaríaFernanda31,Paulina.Lomeli@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/421.jpg,E3hf_6Kv4ShGwq4,42,2022-08-06T18:06:17.597Z,58316512,Savings Account,544.77,deposit,992.14,payment,461.17,deposit,5.67,payment,54.44,withdrawal,799.57,payment,136.58,deposit,301.63,payment,989.80,invoice,750.91,invoice,508.19,payment,617.48,deposit,476.51,payment
bea16117-77b7-4317-9efa-a8a76ebfb119,Gilberto67,Dolores_Macas@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/878.jpg,lWVnH4oZqEPR_Hf,33,2022-04-04T03:56:47.277Z,09379997,Money Market Account,468.40,deposit,62.98,payment,105.66,deposit,872.78,withdrawal,698.54,payment,733.98,deposit,607.27,invoice,350.34,deposit,862.67,withdrawal,40.24,deposit,720.40,withdrawal,939.60,withdrawal,150.22,deposit
c2ae9746-92b7-4262-97db-e75d2ecefff1,Guillermina36,Evelyn.Pez71@gmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1057.jpg,NUlFysYARVNBgfG,37,2021-11-22T06:02:42.369Z,16340919,Investment Account,557.46,invoice,857.59,withdrawal,135.81,payment,361.42,withdrawal,441.77,deposit,394.87,withdrawal,249.00,deposit,770.13,withdrawal,529.69,payment,860.98,withdrawal,897.75,payment,721.53,invoice,839.77,deposit
6032228d-7c7c-4e81-b53a-c97aecd5cca5,Luz_Piña,JorgeLuis10@corpfolder.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/686.jpg,PG4QEhPN_N0AMB7,28,2021-10-29T17:46:30.821Z,54932444,Investment Account,438.71,withdrawal,311.75,withdrawal,548.49,withdrawal,426.88,withdrawal,723.67,withdrawal,365.75,payment,452.86,withdrawal,988.79,withdrawal,786.87,withdrawal,508.34,invoice,42.00,withdrawal,390.79,invoice,635.51,invoice
10c02cea-25da-4f9a-bce5-320bff22bd18,Teodoro90,AnaVictoria_Lara74@hotmail.com,https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1044.jpg,L7CuGONJjD6N3KA,43,2022-02-11T11:55:42.057Z,33813659,Money Market Account,21.25,payment,887.94,deposit,354.73,invoice,116.65,withdrawal,714.66,deposit,870.50,deposit,550.71,deposit,159.94,deposit,151.43,invoice,607.15,withdrawal,977.99,payment,13.10,invoice,770.21,invoice
